date,value,reporter,partner
2014-01-01,58500429911,Community of Independent States (CIS),"All Countries, excluding the IO"
2014-02-01,55411811231,Community of Independent States (CIS),"All Countries, excluding the IO"
2014-03-01,66403484696,Community of Independent States (CIS),"All Countries, excluding the IO"
2014-04-01,66392893513.99999,Community of Independent States (CIS),"All Countries, excluding the IO"
2014-05-01,63736913039,Community of Independent States (CIS),"All Countries, excluding the IO"
2014-06-01,59301294260,Community of Independent States (CIS),"All Countries, excluding the IO"
2014-07-01,65049069650,Community of Independent States (CIS),"All Countries, excluding the IO"
2014-08-01,59250550996,Community of Independent States (CIS),"All Countries, excluding the IO"
2014-09-01,57035699313,Community of Independent States (CIS),"All Countries, excluding the IO"
2014-10-01,59186858859,Community of Independent States (CIS),"All Countries, excluding the IO"
2014-11-01,52659288627,Community of Independent States (CIS),"All Countries, excluding the IO"
2014-12-01,53325806878,Community of Independent States (CIS),"All Countries, excluding the IO"
2015-01-01,41366463586,Community of Independent States (CIS),"All Countries, excluding the IO"
2015-02-01,41337920834,Community of Independent States (CIS),"All Countries, excluding the IO"
2015-03-01,45299439848,Community of Independent States (CIS),"All Countries, excluding the IO"
2015-04-01,43293098672,Community of Independent States (CIS),"All Countries, excluding the IO"
2015-05-01,43428005380,Community of Independent States (CIS),"All Countries, excluding the IO"
2015-06-01,43234387860,Community of Independent States (CIS),"All Countries, excluding the IO"
2015-07-01,40297989209,Community of Independent States (CIS),"All Countries, excluding the IO"
2015-08-01,36809037638,Community of Independent States (CIS),"All Countries, excluding the IO"
2015-09-01,38319429542,Community of Independent States (CIS),"All Countries, excluding the IO"
2015-10-01,38965753719,Community of Independent States (CIS),"All Countries, excluding the IO"
2015-11-01,36243230201,Community of Independent States (CIS),"All Countries, excluding the IO"
2015-12-01,41052539343,Community of Independent States (CIS),"All Countries, excluding the IO"
2016-01-01,26644957573,Community of Independent States (CIS),"All Countries, excluding the IO"
2016-02-01,30042389359,Community of Independent States (CIS),"All Countries, excluding the IO"
2016-03-01,34152553613.999996,Community of Independent States (CIS),"All Countries, excluding the IO"
2016-04-01,33067898918,Community of Independent States (CIS),"All Countries, excluding the IO"
2016-05-01,32488504304,Community of Independent States (CIS),"All Countries, excluding the IO"
2016-06-01,35679809930,Community of Independent States (CIS),"All Countries, excluding the IO"
2016-07-01,33709961181,Community of Independent States (CIS),"All Countries, excluding the IO"
2016-08-01,35026598998,Community of Independent States (CIS),"All Countries, excluding the IO"
2016-09-01,38333433855,Community of Independent States (CIS),"All Countries, excluding the IO"
2016-10-01,36004638760,Community of Independent States (CIS),"All Countries, excluding the IO"
2016-11-01,39667784040,Community of Independent States (CIS),"All Countries, excluding the IO"
2016-12-01,45822432043,Community of Independent States (CIS),"All Countries, excluding the IO"
2017-01-01,36843226447,Community of Independent States (CIS),"All Countries, excluding the IO"
2017-02-01,38044234043,Community of Independent States (CIS),"All Countries, excluding the IO"
2017-03-01,44924739017,Community of Independent States (CIS),"All Countries, excluding the IO"
2017-04-01,39251970846,Community of Independent States (CIS),"All Countries, excluding the IO"
2017-05-01,42375708499,Community of Independent States (CIS),"All Countries, excluding the IO"
2017-06-01,43018906520,Community of Independent States (CIS),"All Countries, excluding the IO"
2017-07-01,38065516588,Community of Independent States (CIS),"All Countries, excluding the IO"
2017-08-01,43288788361,Community of Independent States (CIS),"All Countries, excluding the IO"
2017-09-01,45098868706,Community of Independent States (CIS),"All Countries, excluding the IO"
2017-10-01,45921181848,Community of Independent States (CIS),"All Countries, excluding the IO"
2017-11-01,49242382754,Community of Independent States (CIS),"All Countries, excluding the IO"
2017-12-01,53313737912,Community of Independent States (CIS),"All Countries, excluding the IO"
2018-01-01,48079860294,Community of Independent States (CIS),"All Countries, excluding the IO"
2018-02-01,46636274477,Community of Independent States (CIS),"All Countries, excluding the IO"
2018-03-01,52698930339,Community of Independent States (CIS),"All Countries, excluding the IO"
2018-04-01,52956931141,Community of Independent States (CIS),"All Countries, excluding the IO"
2018-05-01,52492015592,Community of Independent States (CIS),"All Countries, excluding the IO"
2018-06-01,52762447130,Community of Independent States (CIS),"All Countries, excluding the IO"
2018-07-01,50861463901,Community of Independent States (CIS),"All Countries, excluding the IO"
2018-08-01,54653834825,Community of Independent States (CIS),"All Countries, excluding the IO"
2018-09-01,55342799442,Community of Independent States (CIS),"All Countries, excluding the IO"
2018-10-01,58390594148,Community of Independent States (CIS),"All Countries, excluding the IO"
2018-11-01,57704626356,Community of Independent States (CIS),"All Countries, excluding the IO"
2018-12-01,59824385278,Community of Independent States (CIS),"All Countries, excluding the IO"
2019-01-01,48393274129,Community of Independent States (CIS),"All Countries, excluding the IO"
2019-02-01,50824575119,Community of Independent States (CIS),"All Countries, excluding the IO"
2019-03-01,51621080184,Community of Independent States (CIS),"All Countries, excluding the IO"
2019-04-01,52860964048,Community of Independent States (CIS),"All Countries, excluding the IO"
2019-05-01,49068062965,Community of Independent States (CIS),"All Countries, excluding the IO"
2019-06-01,48825210921,Community of Independent States (CIS),"All Countries, excluding the IO"
2019-07-01,51489798753,Community of Independent States (CIS),"All Countries, excluding the IO"
2019-08-01,50690365100,Community of Independent States (CIS),"All Countries, excluding the IO"
2019-09-01,51868375812,Community of Independent States (CIS),"All Countries, excluding the IO"
2019-10-01,53251743264,Community of Independent States (CIS),"All Countries, excluding the IO"
2019-11-01,52239046880,Community of Independent States (CIS),"All Countries, excluding the IO"
2019-12-01,55483415899,Community of Independent States (CIS),"All Countries, excluding the IO"
2020-01-01,45806594369,Community of Independent States (CIS),"All Countries, excluding the IO"
2020-02-01,43386072693,Community of Independent States (CIS),"All Countries, excluding the IO"
2020-03-01,44913409054,Community of Independent States (CIS),"All Countries, excluding the IO"
2020-04-01,39786167675,Community of Independent States (CIS),"All Countries, excluding the IO"
2020-05-01,33620189602,Community of Independent States (CIS),"All Countries, excluding the IO"
2020-06-01,37067141043,Community of Independent States (CIS),"All Countries, excluding the IO"
2020-07-01,38369877924,Community of Independent States (CIS),"All Countries, excluding the IO"
2020-08-01,39433333157,Community of Independent States (CIS),"All Countries, excluding the IO"
2020-09-01,44771754106,Community of Independent States (CIS),"All Countries, excluding the IO"
2020-10-01,45197120662,Community of Independent States (CIS),"All Countries, excluding the IO"
2020-11-01,44833186515,Community of Independent States (CIS),"All Countries, excluding the IO"
2020-12-01,50433391921,Community of Independent States (CIS),"All Countries, excluding the IO"
2021-01-01,40225817281,Community of Independent States (CIS),"All Countries, excluding the IO"
2021-02-01,44805781154,Community of Independent States (CIS),"All Countries, excluding the IO"
2021-03-01,53076182739,Community of Independent States (CIS),"All Countries, excluding the IO"
2021-04-01,55802149092,Community of Independent States (CIS),"All Countries, excluding the IO"
2021-05-01,53695598621,Community of Independent States (CIS),"All Countries, excluding the IO"
2021-06-01,61256348289,Community of Independent States (CIS),"All Countries, excluding the IO"
2021-07-01,62448030447,Community of Independent States (CIS),"All Countries, excluding the IO"
2021-08-01,62498292781,Community of Independent States (CIS),"All Countries, excluding the IO"
2021-09-01,63468850307,Community of Independent States (CIS),"All Countries, excluding the IO"
2021-10-01,68141702148,Community of Independent States (CIS),"All Countries, excluding the IO"
2021-11-01,72444968550,Community of Independent States (CIS),"All Countries, excluding the IO"
2021-12-01,79024941616,Community of Independent States (CIS),"All Countries, excluding the IO"
2022-01-01,82691640604,Community of Independent States (CIS),"All Countries, excluding the IO"
2022-02-01,85221917057,Community of Independent States (CIS),"All Countries, excluding the IO"
2022-03-01,82007505432,Community of Independent States (CIS),"All Countries, excluding the IO"
2022-04-01,77505653900,Community of Independent States (CIS),"All Countries, excluding the IO"
2022-05-01,69729891452,Community of Independent States (CIS),"All Countries, excluding the IO"
2022-06-01,69718825995,Community of Independent States (CIS),"All Countries, excluding the IO"
